Hours_Studied,Attendance,Sleep_Hours,Previous_Score,Result
8.46,93.54,6.61,73.89,Pass
9.88,75.87,4.15,44.77,Pass
6.99,74.35,8.31,95.68,Pass
3.8,71.36,8.98,69.38,Pass
4.12,85.94,4.71,89.57,Pass
3.52,60.77,4.56,48.76,Fail
6.04,88.7,8.94,62.35,Pass
7.39,64.62,7.04,72.44,Pass
8.19,63.07,9.08,79.53,Pass
4.17,90.46,6.37,42.96,Fail
7.17,58.72,5.05,96.86,Pass
9.16,93.13,6.23,78.63,Pass
9.21,98.89,5.68,96.45,Pass
7.04,65.99,7.06,43.69,Pass
6.37,96.39,9.34,66.73,Pass
5.32,78.32,6.15,72.81,Pass
1.83,62.97,8.41,35.03,Fail
1.24,72.63,7.83,55.42,Fail
4.86,90.0,5.34,98.58,Pass
1.59,83.33,5.9,78.72,Fail
5.77,74.74,5.24,48.15,Fail
6.46,62.87,8.55,45.74,Pass
5.26,86.29,4.77,42.5,Fail
0.36,65.67,7.47,33.99,Fail
0.58,66.55,5.03,36.28,Fail
1.13,87.34,5.18,65.57,Fail
1.54,77.92,4.03,51.72,Fail
9.9,59.29,6.64,80.64,Pass
3.44,84.36,8.86,86.08,Pass
2.92,62.9,4.53,61.52,Fail
0.52,88.02,9.08,79.77,Fail
6.35,73.94,9.06,38.48,Pass
6.52,79.75,5.39,43.81,Pass
1.75,80.05,9.24,65.34,Fail
9.19,57.34,8.96,56.36,Pass
8.0,82.52,7.93,98.21,Pass
2.3,93.36,8.99,78.15,Pass
4.86,94.56,4.44,82.25,Pass
4.58,84.43,5.91,64.6,Fail
3.49,98.45,5.73,88.34,Pass
8.18,79.91,8.69,42.96,Pass
1.09,62.74,8.51,56.29,Fail
4.15,83.01,9.35,75.22,Pass
4.28,95.46,5.73,65.04,Pass
4.69,67.94,6.84,75.52,Pass
8.61,63.24,4.11,44.29,Pass
2.18,98.33,9.94,30.85,Fail
1.03,88.33,6.47,77.32,Fail
6.18,52.49,7.35,70.64,Pass
1.74,78.06,7.19,79.28,Fail
0.75,61.72,6.34,74.67,Fail
4.27,64.34,5.4,75.3,Fail
2.2,54.38,8.48,82.34,Fail
3.61,61.55,6.26,35.29,Fail
2.6,75.26,8.04,65.28,Fail
0.93,53.93,8.38,88.45,Fail
5.6,94.48,8.36,88.15,Pass
0.27,88.77,4.49,46.34,Fail
9.66,69.07,9.85,55.43,Pass
3.41,56.51,8.56,95.17,Pass
6.95,99.7,7.58,85.28,Pass
8.1,78.17,5.73,32.75,Pass
2.79,71.15,4.91,45.11,Fail
7.49,59.93,8.77,71.37,Pass
8.32,60.16,6.37,62.74,Pass
2.41,89.81,9.47,42.92,Fail
9.92,75.99,9.64,54.21,Pass
0.21,99.2,4.33,35.96,Fail
2.17,97.65,7.48,58.27,Fail
7.8,60.34,6.3,77.87,Pass
1.94,99.97,6.45,55.16,Fail
6.98,99.33,7.7,45.46,Pass
8.56,89.96,8.66,66.2,Pass
9.59,69.55,7.3,79.13,Pass
4.74,61.21,8.54,97.39,Pass
9.71,55.16,9.79,55.0,Pass
4.12,52.6,6.47,50.15,Fail
2.18,91.04,6.67,57.26,Fail
5.14,97.28,8.04,96.7,Pass
6.5,88.63,4.24,55.36,Pass
4.58,87.95,4.7,80.25,Pass
5.67,70.76,4.9,87.06,Pass
4.16,82.06,7.47,50.65,Fail
5.25,83.56,7.26,50.6,Pass
9.53,62.86,5.84,38.7,Pass
5.0,86.93,7.45,51.31,Pass
2.53,57.31,9.79,49.71,Fail
7.59,64.67,9.17,64.32,Pass
3.38,79.49,6.16,85.01,Fail
8.16,76.98,9.71,52.84,Pass
0.57,85.23,6.13,99.29,Fail
3.32,79.15,7.44,58.71,Fail
0.94,52.48,8.12,63.53,Fail
0.85,98.89,7.65,88.76,Fail
6.58,88.17,9.07,83.92,Pass
3.85,94.02,7.39,87.14,Pass
8.71,90.2,6.25,99.91,Pass
5.16,60.62,7.27,90.79,Pass
2.95,96.64,9.61,38.03,Fail
7.21,99.2,8.26,89.53,Pass
6.24,53.93,5.68,55.69,Fail
8.0,57.92,4.12,74.32,Pass
6.44,99.51,7.63,52.0,Pass
1.67,64.67,4.88,74.99,Fail
6.7,90.99,7.02,37.87,Pass
3.92,53.71,5.47,95.24,Fail
4.63,86.62,9.38,50.01,Pass
9.22,85.07,4.78,38.06,Pass
3.6,96.88,9.91,87.01,Pass
6.12,86.44,4.66,83.7,Pass
3.63,52.07,7.63,72.91,Fail
0.95,72.52,7.12,78.36,Fail
4.54,67.39,8.35,88.89,Pass
5.97,78.54,5.35,59.92,Pass
4.08,71.42,6.57,65.12,Fail
3.91,64.04,4.03,36.02,Fail
8.2,83.05,8.02,99.27,Pass
0.3,65.56,5.92,70.99,Fail
2.96,92.53,9.75,33.51,Fail
8.12,66.15,6.75,31.5,Pass
9.21,75.77,8.16,70.72,Pass
4.12,91.3,5.05,67.49,Fail
8.89,91.14,8.84,61.97,Pass
1.99,79.3,4.09,86.61,Fail
2.21,69.0,4.32,36.5,Fail
8.46,77.9,8.66,51.09,Pass
9.03,92.48,6.43,69.95,Pass
2.23,60.94,4.32,62.44,Fail
0.59,56.12,6.35,47.86,Fail
0.9,79.1,4.97,87.66,Fail
2.61,78.7,6.81,74.16,Fail
7.61,64.66,9.94,83.22,Pass
5.1,71.72,4.08,66.22,Fail
4.56,54.43,8.67,86.66,Pass
5.84,56.54,6.2,42.29,Fail
8.9,91.42,8.71,70.6,Pass
0.9,73.22,6.68,53.36,Fail
6.95,54.99,8.51,62.56,Pass
9.27,98.09,7.3,91.34,Pass
2.13,60.5,8.47,98.34,Fail
8.38,65.85,7.08,44.49,Pass
6.98,98.63,8.02,98.77,Pass
0.14,59.04,6.76,80.27,Fail
2.32,98.44,5.41,37.64,Fail
6.06,86.11,8.54,69.49,Pass
5.02,71.35,6.99,82.5,Pass
5.28,79.75,6.35,70.62,Pass
2.32,75.39,9.95,53.62,Fail
6.75,90.24,4.32,51.9,Pass
2.66,53.14,8.35,44.79,Fail
3.89,90.67,6.49,72.08,Pass
3.69,98.53,6.0,42.82,Fail
6.72,71.48,9.37,81.61,Pass
0.9,59.57,8.66,79.2,Fail
2.06,55.44,4.12,57.3,Fail
2.0,67.34,8.41,87.2,Fail
1.08,56.53,4.05,81.29,Fail
2.08,61.49,4.28,59.6,Fail
6.07,82.72,5.53,81.59,Pass
7.32,70.79,9.88,87.89,Pass
6.6,95.05,6.35,31.89,Pass
4.75,73.2,7.42,81.16,Pass
0.52,57.71,8.69,50.45,Fail
9.59,56.93,5.57,47.11,Pass
1.68,84.66,9.63,81.05,Fail
6.68,81.7,6.77,88.49,Pass
9.13,85.39,9.26,38.58,Pass
6.98,66.94,6.71,45.73,Pass
2.18,95.75,9.44,43.24,Fail
3.16,55.69,9.16,66.54,Fail
0.3,51.64,6.06,73.08,Fail
6.13,87.11,4.52,55.34,Pass
6.13,83.85,4.38,60.06,Pass
7.26,74.68,6.8,35.54,Pass
0.11,52.18,4.24,41.45,Fail
8.18,55.71,7.73,58.31,Pass
7.39,59.76,8.85,96.96,Pass
1.41,81.94,9.2,74.27,Fail
3.48,83.15,9.67,81.5,Pass
6.39,83.85,4.5,67.68,Pass
4.96,90.15,9.26,61.82,Pass
1.15,51.24,4.6,41.87,Fail
0.87,82.16,9.94,59.27,Fail
7.81,62.58,4.65,44.99,Pass
1.56,78.55,9.97,79.19,Fail
1.72,86.89,6.47,56.53,Fail
8.31,86.0,8.44,47.92,Pass
6.12,64.4,5.05,31.22,Fail
6.05,67.77,4.5,99.88,Pass
4.79,95.87,8.03,37.05,Pass
5.69,92.44,7.32,43.3,Pass
6.02,62.85,9.45,48.86,Pass
9.68,79.35,8.08,83.15,Pass
2.23,55.36,7.82,99.69,Fail
2.15,82.69,7.92,33.17,Fail
0.57,81.07,6.41,75.91,Fail
6.58,63.2,8.33,58.43,Pass
5.49,71.09,9.37,97.86,Pass
1.11,89.12,8.15,96.22,Fail
3.65,62.77,4.68,69.18,Fail
1.79,88.42,6.71,79.91,Fail
3.31,65.82,6.42,41.16,Fail
9.51,91.98,6.91,59.68,Pass
6.83,51.53,5.75,96.58,Pass
0.08,62.91,7.35,89.24,Fail
2.53,58.88,8.83,35.12,Fail
0.1,94.53,6.01,79.2,Fail
7.15,71.43,9.52,87.5,Pass
4.69,77.28,5.66,58.38,Fail
9.94,62.1,7.01,62.81,Pass
7.34,56.42,7.93,40.06,Pass
5.18,79.91,8.92,36.67,Pass
8.05,64.16,8.01,96.0,Pass
7.05,96.44,9.29,74.3,Pass
2.44,73.82,8.99,96.72,Pass
5.3,56.91,5.22,61.63,Fail
5.56,51.19,6.22,38.86,Fail
4.51,61.61,4.17,73.08,Fail
1.79,66.0,5.72,56.22,Fail
2.23,60.35,4.09,50.49,Fail
2.81,68.28,8.12,91.22,Fail
0.1,93.95,8.26,71.9,Fail
9.17,52.4,8.69,44.61,Pass
6.86,90.06,4.85,56.67,Pass
6.9,71.29,5.95,69.57,Pass
5.72,95.32,7.77,58.58,Pass
6.89,83.35,9.12,81.39,Pass
9.82,58.25,9.09,58.13,Pass
3.85,97.97,6.42,99.31,Pass
7.13,57.74,5.98,99.58,Pass
3.6,66.81,6.79,90.86,Fail
8.54,98.94,4.96,89.64,Pass
8.58,60.59,5.38,89.33,Pass
9.02,81.56,4.11,36.09,Pass
0.05,98.88,8.49,96.79,Fail
2.98,84.45,9.97,36.9,Fail
1.34,83.14,4.47,69.78,Fail
4.54,81.08,4.9,77.34,Fail
4.95,77.77,5.23,46.61,Fail
2.56,97.46,7.27,50.84,Fail
7.23,77.19,6.32,79.14,Pass
2.7,83.16,4.47,44.29,Fail
8.54,86.94,4.03,79.45,Pass
1.78,76.39,6.03,62.3,Fail
3.67,94.39,6.65,92.35,Pass
6.22,51.14,8.14,62.06,Pass
6.05,69.76,9.88,82.72,Pass
0.78,80.83,6.48,62.68,Fail
8.46,50.95,7.12,72.64,Pass
5.98,96.84,8.4,37.41,Pass
8.7,91.32,6.5,35.05,Pass
8.68,60.95,7.58,96.04,Pass
5.46,66.59,6.21,98.52,Pass
9.11,83.86,9.94,97.99,Pass
8.48,67.05,5.33,82.03,Pass
9.58,92.84,8.49,65.56,Pass
8.5,62.42,4.55,39.95,Pass
8.21,90.91,5.63,32.2,Pass
4.69,73.23,8.19,87.21,Pass
2.12,72.67,5.84,47.36,Fail
9.11,58.42,5.84,52.23,Pass
7.23,99.17,5.24,78.5,Pass
2.82,67.24,4.51,46.41,Fail
3.41,60.23,6.13,98.68,Fail
6.86,51.62,4.57,32.74,Fail
4.78,74.68,9.91,31.22,Pass
0.81,51.61,5.81,89.07,Fail
1.41,72.77,7.18,92.54,Fail
7.46,95.13,5.64,99.16,Pass
3.29,74.9,5.38,30.34,Fail
5.08,52.17,8.31,50.49,Fail
7.67,63.22,6.17,68.26,Pass
7.51,52.44,4.99,87.46,Pass
1.67,94.1,5.2,98.59,Fail
0.98,62.01,9.26,97.06,Fail
5.91,53.25,7.39,84.05,Pass
7.42,98.23,7.97,81.07,Pass
1.49,74.36,4.52,99.97,Fail
3.72,70.28,7.47,98.05,Pass
8.7,96.35,5.12,52.29,Pass
9.44,76.54,4.73,55.58,Pass
4.54,64.07,6.91,94.36,Pass
0.8,89.6,7.57,36.69,Fail
2.58,63.59,6.18,41.5,Fail
2.33,72.14,8.14,87.92,Fail
2.39,90.16,8.97,91.57,Pass
4.94,96.57,7.7,77.74,Pass
5.83,80.29,8.7,81.61,Pass
1.23,75.24,9.09,42.54,Fail
8.89,53.81,9.94,31.92,Pass
6.2,80.85,7.49,75.48,Pass
5.97,66.33,4.67,58.56,Fail
9.87,75.72,6.48,43.19,Pass
6.28,87.23,8.47,58.61,Pass
9.29,82.01,9.23,52.17,Pass
2.86,54.85,5.26,98.97,Fail
2.4,69.86,7.61,77.17,Fail
5.17,59.97,8.38,42.84,Fail
5.09,57.56,9.93,62.57,Pass
2.26,61.02,6.3,77.03,Fail
7.0,96.03,4.26,87.18,Pass
0.3,85.63,9.77,80.97,Fail
6.91,95.41,4.28,48.31,Pass
4.57,75.32,5.42,81.94,Pass
6.89,50.06,7.31,71.32,Pass
4.77,51.72,4.53,78.61,Fail
9.77,57.23,9.66,40.13,Pass
3.35,89.04,7.42,60.35,Fail
9.83,60.08,6.17,63.12,Pass
0.65,55.08,6.15,46.9,Fail
6.84,93.05,4.07,37.18,Pass
4.54,61.43,8.86,30.28,Fail
8.22,75.12,6.45,51.54,Pass
7.9,66.97,4.06,75.68,Pass
8.0,94.83,8.79,35.78,Pass
0.95,85.24,9.49,55.69,Fail
8.22,72.7,7.85,65.99,Pass
2.14,93.15,9.89,44.73,Fail
0.26,86.34,7.21,99.51,Fail
2.18,90.44,4.51,90.07,Fail
4.79,98.88,9.8,66.89,Pass
7.42,60.16,5.79,90.48,Pass
2.19,60.12,8.29,79.33,Fail
1.13,77.83,7.02,53.37,Fail
6.46,76.63,5.05,73.31,Pass
9.84,93.46,6.34,43.79,Pass
6.01,57.8,6.42,70.79,Pass
6.91,71.25,8.53,36.91,Pass
5.61,76.4,5.67,59.08,Pass
7.82,73.21,9.96,72.64,Pass
9.76,53.36,8.96,56.28,Pass
5.44,57.39,7.73,39.68,Fail
4.17,57.68,7.13,38.14,Fail
8.6,79.8,8.45,51.35,Pass
9.7,71.44,9.72,98.24,Pass
1.29,58.91,9.99,93.42,Fail
5.78,86.83,9.21,92.83,Pass
7.92,90.15,4.18,78.92,Pass
5.33,60.51,9.8,95.85,Pass
4.09,86.14,8.4,45.52,Fail
6.55,53.18,7.68,86.54,Pass
2.7,92.8,5.07,79.77,Fail
3.49,98.14,4.76,99.99,Pass
9.92,57.79,6.75,69.11,Pass
6.36,89.31,8.33,49.9,Pass
8.73,54.86,8.48,30.12,Pass
8.08,98.06,7.29,93.93,Pass
6.52,72.6,8.83,94.56,Pass
8.41,76.76,7.47,86.91,Pass
2.87,88.19,6.58,63.47,Fail
6.37,62.44,6.2,47.75,Fail
5.91,69.94,5.73,66.06,Pass
6.22,53.5,8.93,35.4,Pass
1.69,80.73,5.31,41.69,Fail
2.77,89.97,9.4,44.24,Fail
2.87,92.59,5.85,39.77,Fail
6.02,76.82,6.56,74.7,Pass
9.73,88.29,4.89,48.23,Pass
9.54,57.5,4.67,55.22,Pass
2.27,87.17,4.84,64.56,Fail
3.05,50.23,8.39,62.05,Fail
0.36,59.74,8.12,61.51,Fail
3.99,81.73,8.21,96.63,Pass
8.35,66.03,9.1,66.69,Pass
9.16,70.53,5.22,81.62,Pass
2.36,91.3,5.55,94.74,Fail
2.66,78.55,9.77,53.86,Fail
2.21,69.95,4.64,57.68,Fail
3.5,73.29,5.68,99.14,Fail
8.05,92.42,9.77,74.32,Pass
6.47,74.28,7.28,65.26,Pass
7.86,93.77,9.57,79.36,Pass
5.83,62.35,8.84,94.26,Pass
2.58,76.69,9.7,68.55,Fail
2.28,68.45,8.43,80.28,Fail
0.09,79.56,5.57,95.29,Fail
7.81,78.78,8.56,97.85,Pass
8.47,78.57,6.35,41.98,Pass
7.68,76.39,4.96,53.63,Pass
0.74,72.72,5.49,99.73,Fail
7.62,95.52,5.76,88.94,Pass
0.46,63.4,4.62,94.15,Fail
1.06,71.7,6.41,86.37,Fail
4.4,60.56,9.65,82.46,Pass
4.76,66.61,5.17,45.77,Fail
8.16,62.45,9.87,73.97,Pass
6.8,83.49,6.92,84.35,Pass
1.53,85.38,8.55,89.7,Fail
2.26,63.84,4.67,42.12,Fail
2.86,99.18,9.17,81.29,Pass
1.24,64.21,7.47,36.6,Fail
2.88,91.42,4.78,92.43,Fail
7.29,64.63,6.99,49.54,Pass
2.41,70.66,8.07,54.69,Fail
8.35,83.24,6.48,33.22,Pass
4.7,77.88,5.95,74.27,Pass
3.23,75.31,5.82,30.45,Fail
4.12,89.71,7.21,45.24,Fail
7.09,85.39,6.64,30.61,Pass
5.17,95.71,8.45,81.43,Pass
0.07,61.54,9.69,92.4,Fail
9.22,50.82,5.08,85.41,Pass
0.66,99.99,7.05,75.52,Fail
9.39,64.17,6.94,96.92,Pass
0.28,52.15,6.4,86.29,Fail
7.71,62.37,8.48,94.49,Pass
5.35,83.44,6.74,36.74,Fail
5.06,79.41,4.56,48.71,Fail
0.73,60.34,7.01,51.51,Fail
2.39,59.31,8.53,95.81,Fail
7.78,72.22,9.75,71.83,Pass
8.91,50.68,4.68,61.2,Pass
5.29,50.12,7.8,41.42,Fail
3.53,80.84,6.12,64.59,Fail
0.6,66.26,5.37,98.38,Fail
6.82,51.2,7.59,45.87,Pass
2.78,72.99,6.37,54.09,Fail
0.55,96.78,4.44,53.88,Fail
6.66,62.75,9.37,33.26,Pass
4.86,62.55,6.6,43.88,Fail
0.12,73.4,9.78,78.57,Fail
1.11,57.42,5.34,49.0,Fail
6.99,81.9,4.33,62.39,Pass
0.64,91.96,4.18,90.02,Fail
8.66,59.73,7.69,85.93,Pass
3.11,82.94,9.02,87.87,Pass
0.89,94.4,7.84,84.43,Fail
7.6,95.15,8.94,59.99,Pass
5.24,77.64,7.11,72.91,Pass
3.07,57.61,4.68,43.73,Fail
4.06,82.96,8.83,89.33,Pass
0.21,86.74,6.18,35.24,Fail
6.63,87.72,8.16,96.38,Pass
3.66,96.72,4.68,88.02,Pass
7.14,80.76,5.69,44.3,Pass
6.28,73.31,6.49,83.29,Pass
6.51,75.13,9.81,52.89,Pass
7.93,66.08,7.83,79.32,Pass
6.31,52.86,8.16,41.36,Pass
4.19,85.87,8.67,90.14,Pass
3.9,50.99,6.96,76.58,Fail
1.2,53.21,4.93,49.35,Fail
7.79,66.71,5.84,92.17,Pass
7.61,96.55,5.48,70.63,Pass
2.46,74.16,9.38,82.7,Fail
8.63,60.76,8.37,99.19,Pass
5.89,94.85,7.32,61.37,Pass
4.79,78.58,5.46,47.14,Fail
0.17,68.49,4.94,88.35,Fail
3.83,85.79,7.55,42.49,Fail
6.41,72.06,4.77,46.67,Fail
0.9,86.5,6.72,60.57,Fail
4.6,60.92,7.49,91.65,Pass
9.93,57.51,6.14,53.8,Pass
7.17,73.05,9.56,90.28,Pass
5.47,65.98,4.55,77.38,Fail
5.33,80.26,6.53,57.21,Pass
0.44,89.44,9.38,50.6,Fail
9.57,95.08,5.06,51.97,Pass
9.28,88.03,7.77,44.43,Pass
6.82,67.09,7.49,57.99,Pass
0.99,86.37,9.43,81.99,Fail
2.08,76.49,9.31,52.97,Fail
1.84,95.3,9.49,42.85,Fail
5.2,85.34,7.48,54.38,Pass
2.08,57.51,5.07,57.74,Fail
6.96,53.9,4.82,95.76,Pass
5.45,77.19,8.62,73.43,Pass
0.18,68.25,6.52,89.69,Fail
7.44,58.4,5.49,55.82,Pass
1.89,89.88,8.01,99.21,Pass
8.25,68.77,8.65,45.25,Pass
3.55,54.3,9.45,55.75,Fail
3.39,63.11,4.26,49.69,Fail
0.12,83.84,4.64,87.42,Fail
9.88,82.4,8.08,54.63,Pass
6.12,63.12,4.89,89.86,Pass
4.23,67.06,4.77,61.28,Fail
0.97,52.49,5.11,55.79,Fail
6.99,97.66,5.79,61.2,Pass
2.83,66.36,9.32,74.76,Fail
9.88,96.47,8.82,39.87,Pass
9.51,90.69,6.01,46.91,Pass
7.35,66.76,7.75,41.53,Pass
9.71,84.71,8.13,59.9,Pass
1.06,73.68,9.92,41.9,Fail
2.8,98.83,4.49,62.32,Fail
2.53,81.92,6.16,68.58,Fail
0.72,75.95,9.68,58.29,Fail
9.72,81.9,7.19,31.53,Pass
0.6,61.01,8.7,54.16,Fail
8.57,65.32,5.38,61.03,Pass
7.68,85.63,5.71,47.3,Pass
3.76,54.19,9.37,86.07,Pass
0.19,65.13,8.04,85.1,Fail
0.06,80.98,9.01,44.01,Fail
2.04,99.78,5.28,58.01,Fail
4.94,96.28,5.45,35.94,Fail
4.58,91.61,5.76,85.72,Pass
5.85,75.04,8.95,69.33,Pass
7.72,90.24,5.3,97.85,Pass
3.77,77.95,8.02,66.98,Pass
1.6,72.92,5.94,68.2,Fail
8.0,61.18,7.66,58.78,Pass
3.33,97.55,6.57,85.15,Pass
2.87,79.91,5.55,54.73,Fail
7.64,83.77,7.98,30.25,Pass
9.34,57.05,8.17,68.24,Pass
9.15,71.54,8.54,54.84,Pass
1.37,98.23,8.93,34.12,Fail
5.03,87.88,5.62,54.95,Fail
0.93,94.14,6.33,95.58,Fail
9.61,69.79,7.91,85.46,Pass
2.15,53.32,8.06,36.75,Fail
1.97,67.57,9.95,62.23,Fail
8.89,68.8,5.24,38.36,Pass
9.68,65.06,7.48,43.51,Pass
6.98,76.34,4.71,72.62,Pass
1.21,59.61,4.75,30.68,Fail
4.86,96.88,6.57,74.12,Pass
8.17,95.38,7.34,44.55,Pass
5.72,63.08,5.24,94.34,Pass
1.33,82.57,4.33,32.4,Fail
1.72,75.06,6.05,30.41,Fail
8.64,62.5,5.32,69.78,Pass
5.27,94.85,4.53,36.96,Fail
7.06,61.55,8.95,56.97,Pass
3.73,81.23,7.51,68.86,Fail
5.32,66.77,8.33,69.76,Pass
9.77,91.31,8.57,68.55,Pass
3.3,81.02,4.9,53.86,Fail
6.75,91.63,5.62,83.39,Pass
1.73,67.39,4.33,64.07,Fail
1.22,50.56,9.33,89.88,Fail
7.84,61.08,8.74,36.36,Pass
8.44,90.72,5.66,47.51,Pass
6.68,65.84,5.86,34.27,Fail
1.58,65.98,7.51,50.11,Fail
2.41,72.48,7.58,92.23,Fail
9.11,63.73,9.22,93.82,Pass
2.89,90.35,4.18,88.06,Fail
8.19,66.09,9.54,58.2,Pass
2.86,80.2,9.21,79.72,Pass
9.39,72.55,7.04,91.76,Pass
9.14,64.37,4.69,98.38,Pass
0.43,63.27,7.72,48.85,Fail
7.7,75.09,7.72,82.86,Pass
1.69,60.54,4.54,38.12,Fail
2.15,67.28,9.6,30.18,Fail
4.6,51.97,7.77,94.36,Pass
5.76,89.52,7.26,77.14,Pass
3.26,52.18,7.47,98.1,Fail
5.75,93.61,7.17,78.33,Pass
1.71,52.37,4.55,54.66,Fail
0.22,92.41,8.6,79.45,Fail
5.71,82.21,4.03,85.33,Pass
5.17,75.3,8.95,32.89,Pass
6.9,57.25,4.87,87.91,Pass
6.5,62.84,5.85,61.84,Pass
8.97,84.51,6.21,48.55,Pass
4.59,75.61,6.64,64.46,Fail
0.08,75.72,6.8,30.81,Fail
6.31,56.66,7.81,46.24,Pass
6.75,73.75,6.72,69.69,Pass
5.21,79.51,8.52,40.46,Pass
6.89,56.12,4.67,91.13,Pass
3.24,98.72,5.88,99.04,Pass
1.49,91.5,5.48,40.29,Fail
6.65,65.87,5.88,80.04,Pass
2.45,78.17,5.2,83.06,Fail
4.56,77.95,9.22,57.56,Pass
4.92,55.33,6.95,81.96,Pass
4.77,71.91,7.74,97.75,Pass
5.98,60.39,8.52,83.03,Pass
0.29,66.66,5.83,86.98,Fail
9.9,97.19,9.24,72.19,Pass
7.16,77.57,6.7,91.29,Pass
4.25,53.35,7.83,93.48,Pass
1.91,83.61,4.16,47.39,Fail
0.8,99.93,6.53,40.13,Fail
6.72,58.38,5.76,58.12,Pass
3.17,84.15,4.21,52.39,Fail
2.29,91.21,6.11,63.9,Fail
3.8,92.2,9.03,60.55,Pass
5.93,85.38,9.35,42.45,Pass
6.72,95.49,7.42,66.97,Pass
6.45,51.6,9.9,54.42,Pass
8.63,53.21,9.54,91.43,Pass
2.19,56.73,8.02,91.04,Fail
6.37,52.17,5.21,63.71,Fail
1.01,56.0,4.73,40.86,Fail
5.48,90.85,7.96,87.27,Pass
5.84,94.82,6.44,40.33,Pass
2.16,66.8,4.29,56.27,Fail
3.92,97.86,9.41,52.15,Pass
8.27,70.92,4.31,66.9,Pass
1.48,58.6,8.75,89.13,Fail
4.35,84.07,7.26,35.13,Fail
9.33,71.02,6.55,45.3,Pass
5.04,50.97,8.07,50.99,Fail
7.25,98.32,6.9,99.92,Pass
8.27,79.89,7.55,52.11,Pass
2.04,80.67,7.48,95.93,Fail
2.18,99.13,7.61,39.64,Fail
7.59,91.68,9.95,45.33,Pass
7.53,68.13,5.76,43.44,Pass
0.6,52.09,5.84,44.97,Fail
3.22,61.12,6.17,58.86,Fail
3.99,67.58,9.41,47.96,Fail
8.29,98.01,7.32,73.68,Pass
4.22,94.43,9.57,49.24,Pass
9.26,51.08,8.55,73.46,Pass
9.97,99.36,5.51,35.63,Pass
7.81,62.86,7.42,40.13,Pass
6.66,88.77,4.48,66.53,Pass
3.92,55.83,7.35,63.61,Fail
0.67,61.02,5.15,97.65,Fail
5.73,75.27,6.47,96.43,Pass
3.62,85.18,7.46,51.41,Fail
3.51,67.27,5.15,88.17,Fail
6.88,93.66,8.51,31.03,Pass
4.64,97.01,6.88,87.62,Pass
7.52,56.13,9.24,62.34,Pass
3.98,85.93,5.86,79.83,Pass
1.51,56.6,8.6,65.87,Fail
4.61,67.04,4.15,89.88,Fail
9.51,90.98,7.31,66.21,Pass
8.02,66.82,9.08,50.11,Pass
2.06,95.37,8.99,95.26,Pass
3.91,70.57,7.4,40.71,Fail
9.28,65.49,7.73,63.73,Pass
1.24,99.46,8.6,38.73,Fail
2.54,72.08,7.26,37.02,Fail
2.62,87.05,8.81,34.16,Fail
5.71,79.97,7.61,49.72,Pass
4.11,60.12,4.91,83.46,Fail
0.8,75.02,8.6,79.18,Fail
6.29,53.87,6.15,87.53,Pass
0.99,85.44,9.3,50.85,Fail
6.06,75.95,6.31,63.76,Pass
5.07,56.12,5.46,74.11,Fail
4.94,88.34,5.82,53.78,Fail
0.67,90.23,5.09,53.56,Fail
6.39,86.69,6.69,45.12,Pass
4.31,66.45,8.49,66.5,Pass
4.11,86.16,7.96,94.52,Pass
5.96,78.89,9.23,35.78,Pass
6.06,77.19,4.12,97.95,Pass
0.15,82.44,8.56,92.74,Fail
1.25,81.5,7.65,57.41,Fail
2.37,89.96,9.79,32.33,Fail
6.78,99.3,8.99,31.8,Pass
5.77,86.31,5.68,96.78,Pass
7.58,72.09,9.19,72.5,Pass
7.41,73.08,9.25,78.55,Pass
8.53,51.46,8.95,51.89,Pass
3.77,58.0,7.15,89.83,Fail
3.45,61.41,9.1,43.22,Fail
8.31,99.52,5.89,79.01,Pass
2.38,88.15,6.09,39.69,Fail
4.61,57.08,7.89,96.53,Pass
1.94,74.92,4.16,91.8,Fail
9.14,60.68,7.91,90.77,Pass
4.08,64.88,5.92,99.72,Pass
2.12,80.23,9.37,46.29,Fail
6.92,79.95,6.48,94.09,Pass
2.45,93.59,8.49,78.52,Pass
9.44,58.23,5.64,86.9,Pass
3.68,74.87,5.98,58.42,Fail
6.65,79.94,5.11,83.68,Pass
3.45,96.52,5.45,79.92,Fail
8.07,75.82,4.65,81.86,Pass
8.97,67.03,7.7,53.73,Pass
7.88,64.61,9.04,48.3,Pass
8.48,60.8,5.7,91.79,Pass
1.02,98.12,5.81,58.65,Fail
9.24,80.15,9.45,86.43,Pass
6.24,65.18,4.55,78.65,Pass
8.69,87.26,4.55,42.83,Pass
6.84,64.46,8.62,42.11,Pass
2.02,75.19,5.5,82.87,Fail
6.1,51.3,7.19,99.18,Pass
0.91,92.33,6.75,94.87,Fail
6.96,97.83,7.33,43.96,Pass
4.09,93.29,4.51,50.39,Fail
1.52,58.56,6.28,93.01,Fail
9.79,91.26,7.84,92.01,Pass
9.01,67.35,5.34,39.49,Pass
8.94,96.81,4.9,38.86,Pass
7.89,64.95,6.63,48.75,Pass
6.92,54.47,9.66,84.41,Pass
6.55,92.65,9.69,85.95,Pass
1.06,55.83,9.1,60.19,Fail
9.01,77.07,5.55,77.9,Pass
8.81,68.8,8.16,42.35,Pass
7.48,87.84,9.77,37.56,Pass
9.27,87.44,8.08,92.21,Pass
5.53,88.81,7.67,79.15,Pass
